Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P1RLV966   ,1 ,0.42  ,7.42    ,1.51   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,18.56   ,3.77   ,44295.94   ,3  ,
P1RLV967   ,1 ,0.42  ,13.41   ,2.72   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,33.53   ,6.81   ,80037.97   ,7  ,
P1RLV968   ,1 ,0.42  ,8.27    ,1.68   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,20.68   ,4.20   ,49364.50   ,3  ,
P1RLV969   ,3 ,0.42  ,52.38   ,10.64  ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,130.95  ,26.59  ,403629.70  ,1  ,
P1RLV970   ,1 ,0.42  ,0.76    ,0.25   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5851 ,1.89    ,0.62   ,4812.50    ,1  ,
P1RLV971   ,1 ,0.42  ,4.22    ,0.86   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,10.55   ,2.14   ,24505.96   ,1  ,
P1RLV972   ,1 ,0.42  ,1.64    ,0.54   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,4.11    ,1.35   ,10439.57   ,1  ,
P1RLV973   ,1 ,0.42  ,4.80    ,0.98   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,12.01   ,2.44   ,28657.06   ,1  ,
P1RLV974   ,1 ,0.42  ,9.04    ,1.84   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,22.60   ,4.59   ,53958.42   ,4  ,
P1RLV975   ,1 ,0.42  ,6.12    ,1.24   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,15.29   ,3.11   ,36506.92   ,2  ,
P1RLV976   ,1 ,0.42  ,2.34    ,0.48   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,5.86    ,1.19   ,12238.92   ,1  ,
P1RLV977   ,3 ,0.42  ,39.29   ,7.98   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,98.23   ,19.95  ,479886.10  ,1  ,
P1RLV978   ,1 ,0.42  ,5.41    ,1.10   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,13.54   ,2.75   ,32312.57   ,1  ,
P1RLV979   ,1 ,0.42  ,3.08    ,1.01   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,7.69    ,2.53   ,19544.36   ,1  ,
P1RLV980   ,3 ,0.42  ,53.45   ,17.57  ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,133.62  ,43.92  ,339392.80  ,1  ,
P1RLV981   ,1 ,0.42  ,6.05    ,1.23   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,15.13   ,3.07   ,36109.49   ,2  ,
P1RLV982   ,1 ,0.42  ,5.22    ,1.06   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,13.05   ,2.65   ,40233.04   ,1  ,
P1RLV983   ,1 ,0.42  ,7.53    ,1.53   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,18.83   ,3.82   ,44941.27   ,3  ,
P1RLV984   ,1 ,0.42  ,3.65    ,1.20   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,9.11    ,3.00   ,23152.27   ,1  ,
P1RLV985   ,1 ,0.42  ,3.14    ,1.03   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT7669 ,7.85    ,2.58   ,19937.86   ,1  ,
P1RLV986   ,1 ,0.42  ,4.32    ,0.88   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,10.80   ,2.19   ,25241.84   ,1  ,
P1RLV987   ,1 ,0.42  ,2.13    ,0.43   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,5.33    ,1.08   ,11150.65   ,1  ,
P1RLV988   ,1 ,0.42  ,8.45    ,1.72   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,21.14   ,4.29   ,50453.14   ,3  ,
P1RLV989   ,1 ,0.42  ,6.80    ,1.38   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,17.00   ,3.45   ,40591.42   ,2  ,
P1RLV990   ,1 ,0.42  ,2.57    ,0.52   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,6.43    ,1.31   ,13411.25   ,1  ,
P1RLV991   ,1 ,0.42  ,14.30   ,4.70   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,35.76   ,11.75  ,90819.67   ,1  ,
P1RLV992   ,1 ,0.42  ,5.59    ,1.13   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,13.96   ,2.84   ,33331.37   ,1  ,
P1RLV993   ,1 ,0.42  ,3.78    ,0.77   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,9.44    ,1.92   ,21290.37   ,1  ,
P1RLV994   ,1 ,0.42  ,5.39    ,1.09   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,13.46   ,2.73   ,32138.16   ,1  ,
P1RLV995   ,1 ,0.42  ,0.56    ,0.18   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,1.41    ,0.46   ,3572.03    ,1  ,
P1RLV996   ,1 ,0.42  ,5.28    ,1.07   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,13.19   ,2.68   ,31493.26   ,1  ,
P1RLV997   ,1 ,0.42  ,6.07    ,1.23   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,15.19   ,3.08   ,36247.78   ,2  ,
P1RLV998   ,1 ,0.42  ,2.34    ,0.77   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,5.85    ,1.92   ,14850.73   ,1  ,
P1RLV999   ,1 ,0.42  ,0.80    ,0.26   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,2.00    ,0.66   ,5067.54    ,1  ,
P1RLV1000  ,1 ,0.42  ,5.28    ,1.07   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,13.19   ,2.68   ,31482.44   ,1  ,
P1RLV1001  ,1 ,0.42  ,5.98    ,1.21   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,14.95   ,3.04   ,35679.09   ,2  ,
P1RLV1002  ,1 ,0.42  ,4.55    ,1.50   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,11.38   ,3.74   ,28904.35   ,1  ,
P1RLV1003  ,1 ,0.42  ,1.46    ,0.48   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT7669 ,3.64    ,1.20   ,9241.44    ,1  ,
P1RLV1004  ,1 ,0.42  ,3.08    ,1.01   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,7.69    ,2.53   ,19536.34   ,1  ,
P1RLV1005  ,1 ,0.42  ,6.35    ,1.29   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,15.87   ,3.22   ,37875.48   ,2  ,
P1RLV1006  ,1 ,0.42  ,6.41    ,1.30   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,16.02   ,3.25   ,38231.59   ,2  ,
P1RLV1007  ,1 ,0.42  ,5.79    ,1.17   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,14.47   ,2.94   ,34529.61   ,1  ,
P1RLV1008  ,1 ,0.42  ,4.55    ,0.92   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,11.38   ,2.31   ,26921.35   ,1  ,
P1RLV1009  ,1 ,0.42  ,3.51    ,1.15   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,8.78    ,2.89   ,22299.02   ,1  ,
P1RLV1010  ,1 ,0.42  ,5.23    ,1.06   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,13.07   ,2.65   ,31195.76   ,1  ,
P1RLV1011  ,1 ,0.42  ,4.00    ,1.31   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,10.00   ,3.29   ,25397.19   ,1  ,
P1RLV1012  ,1 ,0.42  ,15.19   ,4.99   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,37.97   ,12.48  ,96446.85   ,1  ,
P1RLV1013  ,1 ,0.42  ,1.07    ,0.35   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,2.68    ,0.88   ,6811.59    ,1  ,
P1RLV1014  ,3 ,0.42  ,86.69   ,28.49  ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,216.72  ,71.23  ,1423837.00 ,1  ,
P1RLV1015  ,1 ,0.42  ,4.99    ,1.01   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,12.48   ,2.53   ,29784.84   ,1  ,
P1RLV1016  ,1 ,0.42  ,8.00    ,1.62   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,20.00   ,4.06   ,47744.53   ,3  ,
P1RLV1017  ,1 ,0.42  ,5.01    ,1.02   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,12.52   ,2.54   ,29876.30   ,1  ,
P1RLV1018  ,1 ,0.42  ,5.13    ,1.04   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,12.81   ,2.60   ,30588.09   ,1  ,
P1RLV1019  ,1 ,0.42  ,5.53    ,1.12   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,13.83   ,2.81   ,33019.69   ,1  ,
P1RLV1020  ,1 ,0.42  ,5.17    ,1.05   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,12.93   ,2.63   ,30859.85   ,1  ,
P1RLV1021  ,1 ,0.42  ,4.91    ,1.00   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,12.28   ,2.49   ,29311.43   ,1  ,
P1RLV1022  ,1 ,0.42  ,1.65    ,0.54   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,4.13    ,1.36   ,10498.37   ,1  ,
P1RLV1023  ,1 ,0.42  ,1.99    ,0.65   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,4.97    ,1.63   ,12631.92   ,1  ,
P1RLV1024  ,1 ,0.42  ,4.08    ,0.83   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,10.19   ,2.07   ,23475.31   ,1  ,
P1RLV1025  ,1 ,0.42  ,3.03    ,1.00   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,7.58    ,2.49   ,19246.75   ,1  ,
P1RLV1026  ,1 ,0.42  ,6.19    ,1.26   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,15.47   ,3.14   ,36927.39   ,2  ,
P1RLV1027  ,1 ,0.42  ,13.66   ,2.77   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,34.14   ,6.93   ,105228.80  ,1  ,
P1RLV1028  ,1 ,0.42  ,5.13    ,1.04   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,12.83   ,2.60   ,30617.98   ,1  ,
P1RLV1029  ,1 ,0.42  ,5.32    ,1.08   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,13.31   ,2.70   ,31777.26   ,1  ,
P1RLV1030  ,1 ,0.42  ,3.85    ,0.78   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,9.62    ,1.95   ,21813.70   ,1  ,
P1RLV1031  ,1 ,0.42  ,3.54    ,0.72   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,8.86    ,1.80   ,19599.58   ,1  ,
P1RLV1032  ,1 ,0.42  ,8.12    ,1.65   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,20.30   ,4.12   ,48466.15   ,3  ,
P1RLV1033  ,1 ,0.42  ,6.86    ,1.39   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,17.14   ,3.48   ,40915.45   ,2  ,
P1RLV1034  ,1 ,0.42  ,5.10    ,1.03   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,12.74   ,2.59   ,30410.98   ,1  ,
P1RLV1035  ,1 ,0.42  ,5.43    ,1.10   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,13.58   ,2.76   ,32404.76   ,1  ,
P1RLV1036  ,1 ,0.42  ,2.90    ,0.95   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,7.25    ,2.38   ,18408.82   ,1  ,
P1RLV1037  ,1 ,0.42  ,4.87    ,0.99   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,12.18   ,2.47   ,29084.24   ,1  ,
P1RLV1038  ,1 ,0.42  ,6.38    ,1.30   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,15.96   ,3.24   ,38099.77   ,2  ,
P1RLV1039  ,1 ,0.42  ,4.01    ,1.32   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,10.03   ,3.30   ,25467.18   ,1  ,
P1RLV1040  ,1 ,0.42  ,3.19    ,1.05   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,7.96    ,2.62   ,20229.32   ,1  ,
P1RLV1041  ,1 ,0.42  ,2.45    ,0.80   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,6.12    ,2.01   ,15550.00   ,1  ,
P1RLV1042  ,1 ,0.42  ,6.56    ,1.33   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,16.41   ,3.33   ,39174.63   ,2  ,
P1RLV1043  ,1 ,0.42  ,4.37    ,1.44   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,10.92   ,3.59   ,27733.46   ,1  ,
P1RLV1044  ,1 ,0.42  ,6.21    ,1.26   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,15.53   ,3.15   ,37077.29   ,2  ,
P1RLV1045  ,1 ,0.42  ,1.32    ,0.43   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,3.29    ,1.08   ,8367.49    ,1  ,
P1RLV1046  ,1 ,0.42  ,1.57    ,0.52   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,3.92    ,1.29   ,9961.29    ,1  ,
P1RLV1047  ,1 ,0.42  ,6.27    ,1.27   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,15.68   ,3.18   ,37438.06   ,2  ,
P1RLV1048  ,1 ,0.42  ,2.19    ,0.44   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,5.47    ,1.11   ,11434.46   ,1  ,
P1RLV1049  ,1 ,0.42  ,5.31    ,1.08   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,13.27   ,2.69   ,31667.42   ,1  ,
P1RLV1050  ,1 ,0.42  ,5.67    ,1.15   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,14.18   ,2.88   ,33850.95   ,1  ,
P1RLV1051  ,1 ,0.42  ,8.10    ,1.65   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,20.26   ,4.11   ,48356.44   ,3  ,
P1RLV1052  ,1 ,0.42  ,6.56    ,1.33   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,16.40   ,3.33   ,39154.92   ,2  ,
P1RLV1053  ,1 ,0.42  ,10.75   ,2.18   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,26.86   ,5.45   ,64125.22   ,5  ,
P1RLV1054  ,3 ,0.42  ,31.53   ,6.40   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,78.82   ,16.00  ,385064.90  ,1  ,
P1RLV1055  ,1 ,0.42  ,5.41    ,1.10   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,13.53   ,2.75   ,32289.95   ,1  ,
P1RLV1056  ,1 ,0.42  ,4.65    ,0.94   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,11.62   ,2.36   ,27609.85   ,1  ,
P1RLV1057  ,1 ,0.42  ,5.68    ,1.15   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,14.19   ,2.88   ,33879.11   ,1  ,
P1RLV1058  ,1 ,0.42  ,2.99    ,0.61   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,7.49    ,1.52   ,15627.68   ,1  ,
P1RLV1059  ,1 ,0.42  ,1.21    ,0.40   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,3.03    ,1.00   ,7692.38    ,1  ,
P1RLV1060  ,1 ,0.42  ,5.99    ,1.22   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,14.98   ,3.04   ,35765.01   ,2  ,
P1RLV1061  ,1 ,0.42  ,6.69    ,1.36   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,16.72   ,3.39   ,71823.70   ,1  ,
P1RLV1062  ,1 ,0.42  ,6.71    ,1.36   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,16.76   ,3.40   ,40017.76   ,2  ,
P1RLV1063  ,1 ,0.42  ,5.26    ,1.07   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,13.16   ,2.67   ,31416.31   ,1  ,
P1RLV1064  ,1 ,0.42  ,5.99    ,1.22   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,14.98   ,3.04   ,35756.07   ,2  ,
P1RLV1065  ,1 ,0.42  ,6.59    ,1.34   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,16.47   ,3.34   ,39312.18   ,2  ,
P1RLV1066  ,1 ,0.42  ,5.09    ,1.03   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,12.71   ,2.58   ,30350.84   ,1  ,
P1RLV1067  ,1 ,0.42  ,6.01    ,1.22   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,15.02   ,3.05   ,35857.65   ,2  ,
P1RLV1068  ,1 ,0.42  ,4.96    ,1.01   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,12.39   ,2.52   ,29572.04   ,1  ,
P1RLV1069  ,1 ,0.42  ,6.97    ,1.41   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,17.42   ,3.54   ,41573.84   ,2  ,
P1RLV1070  ,1 ,0.42  ,3.42    ,0.69   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,8.54    ,1.73   ,18681.77   ,1  ,
P1RLV1071  ,1 ,0.42  ,6.09    ,1.24   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,15.23   ,3.09   ,36357.24   ,2  ,
P1RLV1072  ,1 ,0.42  ,2.76    ,0.56   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,6.90    ,1.40   ,14374.62   ,1  ,
P1RLV1073  ,1 ,0.42  ,5.76    ,1.17   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,14.41   ,2.93   ,34399.83   ,1  ,
P1RLV1074  ,1 ,0.42  ,8.38    ,1.70   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,20.95   ,4.25   ,50014.67   ,3  ,
P1RLV1075  ,1 ,0.42  ,6.18    ,1.25   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,15.45   ,3.14   ,36879.24   ,2  ,
P1RLV1076  ,1 ,0.42  ,5.08    ,1.03   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,12.69   ,2.58   ,30287.68   ,1  ,
P1RLV1077  ,1 ,0.42  ,4.97    ,1.01   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,12.42   ,2.52   ,29653.60   ,1  ,
P1RLV1078  ,1 ,0.42  ,2.56    ,0.84   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,6.41    ,2.11   ,16270.22   ,1  ,
P1RLV1079  ,1 ,0.42  ,0.60    ,0.20   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,1.49    ,0.49   ,3795.02    ,1  ,
P1RLV1080  ,1 ,0.42  ,1.72    ,0.35   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,4.31    ,0.87   ,9029.61    ,1  ,
P1RLV1081  ,1 ,0.42  ,5.68    ,1.15   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,14.19   ,2.88   ,33881.34   ,1  ,
P1RLV1082  ,1 ,0.42  ,7.41    ,1.50   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,18.52   ,3.76   ,44197.77   ,3  ,
P1RLV1083  ,1 ,0.42  ,8.03    ,1.63   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,20.08   ,4.08   ,47939.53   ,3  ,
P1RLV1084  ,1 ,0.42  ,5.36    ,1.09   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,13.39   ,2.72   ,31968.73   ,1  ,
P1RLV1085  ,1 ,0.42  ,7.59    ,1.54   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,18.97   ,3.85   ,45273.32   ,3  ,
P1RLV1086  ,1 ,0.42  ,5.87    ,1.19   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,14.67   ,2.98   ,35021.53   ,1  ,
P1RLV1087  ,1 ,0.42  ,5.55    ,1.13   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,13.87   ,2.82   ,33109.74   ,1  ,
P1RLV1088  ,1 ,0.42  ,0.95    ,0.31   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,2.37    ,0.78   ,6010.69    ,1  ,
P1RLV1089  ,1 ,0.42  ,5.08    ,1.03   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,12.69   ,2.58   ,30299.80   ,1  ,
P1RLV1090  ,1 ,0.42  ,13.78   ,2.80   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,34.45   ,7.00   ,82242.98   ,7  ,
P1RLV1091  ,1 ,0.42  ,4.36    ,0.88   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,10.89   ,2.21   ,33579.89   ,1  ,
P1RLV1092  ,1 ,0.42  ,6.43    ,1.31   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,16.08   ,3.27   ,38390.83   ,2  ,
P1RLV1093  ,1 ,0.42  ,6.83    ,1.39   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5851 ,17.08   ,3.47   ,40762.52   ,2  ,
P1RLV1094  ,1 ,0.42  ,3.55    ,0.72   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5851 ,8.87    ,1.80   ,19633.54   ,1  ,
P1RLV1095  ,1 ,0.42  ,5.18    ,1.05   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5851 ,12.96   ,2.63   ,30925.04   ,1  ,
P1RLV1096  ,1 ,0.42  ,5.60    ,1.14   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,14.00   ,2.84   ,33413.74   ,1  ,
P1RLV1097  ,1 ,0.42  ,4.06    ,0.82   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,10.15   ,2.06   ,23346.70   ,1  ,
P1RLV1098  ,1 ,0.42  ,8.11    ,1.65   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,20.29   ,4.12   ,48424.48   ,3  ,
P1RLV1099  ,1 ,0.42  ,2.50    ,0.82   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,6.26    ,2.06   ,15891.15   ,1  ,
P1RLV1100  ,1 ,0.42  ,10.88   ,2.21   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,27.20   ,5.52   ,64938.41   ,5  ,
P1RLV1101  ,1 ,0.42  ,6.80    ,1.38   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,16.99   ,3.45   ,40562.70   ,2  ,
P1RLV1102  ,1 ,0.42  ,7.24    ,1.47   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,18.11   ,3.68   ,43218.08   ,2  ,
P1RLV1103  ,1 ,0.42  ,7.15    ,1.45   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,17.88   ,3.63   ,42684.29   ,2  ,
P1RLV1104  ,1 ,0.42  ,8.82    ,1.79   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,22.04   ,4.48   ,52618.85   ,4  ,
P1RLV1105  ,1 ,0.42  ,1.05    ,0.35   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,2.63    ,0.86   ,6674.36    ,1  ,
P1RLV1106  ,1 ,0.42  ,11.22   ,2.28   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,28.05   ,5.70   ,66964.45   ,6  ,
P1RLV1107  ,1 ,0.42  ,16.90   ,3.43   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT7669 ,42.26   ,8.58   ,137018.40  ,1  ,
P1RLV1108  ,3 ,0.42  ,32.96   ,6.69   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT7669 ,82.40   ,16.73  ,257958.50  ,1  ,
P1RLV1109  ,1 ,0.42  ,6.20    ,1.26   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT7669 ,15.49   ,3.15   ,36973.82   ,2  ,
P1RLV1110  ,1 ,0.42  ,9.30    ,1.89   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,23.25   ,4.72   ,55507.28   ,4  ,
P1RLV1111  ,1 ,0.42  ,5.93    ,1.20   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,14.82   ,3.01   ,35375.12   ,1  ,
P1RLV1112  ,1 ,0.42  ,5.20    ,1.06   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,13.01   ,2.64   ,31046.61   ,1  ,
P1RLV1113  ,1 ,0.42  ,5.60    ,1.14   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,14.01   ,2.84   ,33432.68   ,1  ,
P1RLV1114  ,1 ,0.42  ,6.24    ,1.27   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,15.59   ,3.17   ,37209.39   ,2  ,
P1RLV1115  ,1 ,0.42  ,6.16    ,1.25   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,15.39   ,3.12   ,36732.55   ,2  ,
P1RLV1116  ,1 ,0.42  ,4.86    ,0.99   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,12.15   ,2.47   ,29009.93   ,1  ,
P1RLV1117  ,1 ,0.42  ,5.74    ,1.17   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,14.35   ,2.91   ,34248.79   ,1  ,
P1RLV1118  ,1 ,0.42  ,5.43    ,1.10   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,13.58   ,2.76   ,32424.05   ,1  ,
P1RLV1119  ,1 ,0.42  ,1.00    ,0.33   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,2.50    ,0.82   ,6356.75    ,1  ,
P1RLV1120  ,1 ,0.42  ,6.12    ,1.24   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,15.31   ,3.11   ,36549.59   ,2  ,
